ID Produto,Qualidade,Temperatura ar [K],Temperatura processo [K],Velocidade rotação [rpm],Torque [Nm],Desgaste [min],Falha,Tipo falha
B54172,Baixa,300.7,311.0,1596.0,36.9,174.0,0.0,Sem falha
B54150,Baixa,300.7,311.0,1436.0,44.9,119.0,0.0,Sem falha
B47938,Baixa,296.8,308.0,1497.0,41.7,231.0,0.0,Sem falha
M21606,Média,301.7,311.1,1578.0,40.5,174.0,0.0,Sem falha
M18581,Média,302.2,311.2,1544.0,43.6,63.0,0.0,Sem falha
B53086,Baixa,300.7,310.3,1533.0,35.6,198.0,0.0,Sem falha
B54964,Baixa,300.3,311.5,1403.0,60.1,58.0,0.0,Sem falha
M23864,Média,297.1,307.8,1538.0,34.3,181.0,0.0,Sem falha
B49577,Baixa,299.2,308.6,1582.0,38.8,156.0,0.0,Sem falha
B47370,Baixa,298.2,308.4,1477.0,49.9,72.0,0.0,Sem falha
B53562,Baixa,300.2,309.8,1481.0,41.9,106.0,0.0,Sem falha
M24270,Média,298.0,308.5,1666.0,31.0,198.0,0.0,Sem falha
B53550,Baixa,300.1,309.6,1321.0,46.9,75.0,0.0,Sem falha
M23854,Média,297.1,307.9,1980.0,20.3,159.0,0.0,Sem falha
A38233,Alta,297.4,308.7,1349.0,48.9,120.0,0.0,Sem falha
M23708,Média,297.5,308.9,1436.0,44.8,2.0,0.0,Sem falha
A29716,Alta,297.8,308.4,1512.0,35.1,138.0,0.0,Sem falha
M15858,Média,296.4,307.2,2071.0,19.4,183.0,0.0,Sem falha
B56491,Baixa,298.4,309.4,1540.0,43.2,141.0,0.0,Sem falha
B52935,Baixa,302.1,311.4,1391.0,49.2,52.0,0.0,Sem falha
B49257,Baixa,299.4,309.4,1701.0,31.2,199.0,0.0,Sem falha
B56323,Baixa,297.6,308.5,1452.0,42.6,116.0,0.0,Sem falha
M16652,Média,298.1,307.7,1445.0,48.0,73.0,0.0,Sem falha
B51836,Baixa,303.1,311.2,1626.0,32.3,21.0,0.0,Sem falha
B51153,Baixa,302.3,311.4,1535.0,41.8,77.0,0.0,Sem falha
M18391,Média,301.9,310.9,1641.0,33.2,3.0,0.0,Sem falha
M19740,Média,303.8,312.6,1527.0,41.9,159.0,0.0,Sem falha
M18580,Média,302.4,311.4,1508.0,41.2,60.0,0.0,Sem falha
B55044,Baixa,300.5,311.9,1330.0,59.5,33.0,0.0,Sem falha
B50396,Baixa,300.5,309.5,1653.0,27.6,62.0,0.0,Sem falha
M19586,Média,303.4,311.8,2133.0,18.3,207.0,0.0,Sem falha
A31210,Alta,298.1,307.6,1542.0,37.1,84.0,0.0,Sem falha
B52448,Baixa,303.4,312.9,1389.0,54.1,109.0,0.0,Sem falha
M19891,Média,303.8,313.0,1514.0,45.0,113.0,0.0,Sem falha
B51724,Baixa,302.5,310.4,1349.0,55.1,187.0,1.0,Superaquecimento
M16047,Média,297.4,308.6,1522.0,38.0,33.0,0.0,Sem falha
B56054,Baixa,298.1,309.3,1443.0,45.3,70.0,0.0,Sem falha
B53490,Baixa,300.9,310.1,2090.0,17.8,133.0,0.0,Sem falha
B51229,Baixa,301.8,310.8,1505.0,41.2,33.0,0.0,Sem falha
M20083,Média,303.9,313.2,1350.0,47.2,2.0,0.0,Sem falha
B48164,Baixa,296.3,307.1,1419.0,48.6,142.0,0.0,Sem falha
M21639,Média,301.3,310.8,1372.0,54.2,49.0,0.0,Sem falha
B49476,Baixa,299.4,308.7,1553.0,42.7,128.0,0.0,Sem falha
B53430,Baixa,300.8,310.2,1520.0,37.7,193.0,0.0,Sem falha
A37329,Alta,300.8,312.1,1527.0,35.1,164.0,0.0,Sem falha
B53152,Baixa,300.5,310.8,1445.0,46.6,155.0,0.0,Sem falha
M19933,Média,304.0,313.0,1454.0,46.8,30.0,0.0,Sem falha
M23604,Média,297.4,308.7,1798.0,23.0,135.0,0.0,Sem falha
M16486,Média,297.9,307.8,1303.0,59.3,75.0,0.0,Sem falha
M21657,Média,301.2,310.7,1615.0,34.9,95.0,0.0,Sem falha
M24088,Média,298.1,309.1,1572.0,37.5,126.0,0.0,Sem falha
A32366,Alta,300.7,309.5,1667.0,30.5,29.0,0.0,Sem falha
M22023,Média,300.1,310.1,1501.0,39.3,195.0,0.0,Sem falha
B49364,Baixa,299.8,309.4,1475.0,43.4,51.0,0.0,Sem falha
B50230,Baixa,300.2,309.2,1431.0,51.3,57.0,0.0,Sem falha
B56779,Baixa,299.0,310.1,1463.0,37.4,56.0,0.0,Sem falha
B56947,Baixa,298.6,309.6,1563.0,35.0,21.0,0.0,Sem falha
B51445,Baixa,302.6,311.0,1424.0,38.0,144.0,0.0,Sem falha
B49003,Baixa,298.1,307.7,1414.0,48.7,159.0,0.0,Sem falha
M15867,Média,296.2,307.2,1633.0,31.1,0.0,0.0,Sem falha
A37677,Alta,299.2,310.6,1704.0,30.6,160.0,0.0,Sem falha
B53942,Baixa,301.4,310.8,1362.0,53.2,4.0,0.0,Sem falha
M17244,Média,299.1,308.3,1506.0,38.0,125.0,0.0,Sem falha
A31076,Alta,298.2,307.9,1462.0,45.5,171.0,0.0,Sem falha
M22046,Média,300.4,310.5,1644.0,31.4,41.0,0.0,Sem falha
B55965,Baixa,297.5,308.6,1694.0,27.1,36.0,0.0,Sem falha
B48586,Baixa,298.9,310.1,1442.0,48.0,181.0,0.0,Sem falha
M21225,Média,299.9,309.5,1412.0,57.9,59.0,0.0,Sem falha
A31249,Alta,297.8,307.3,1555.0,35.8,190.0,0.0,Sem falha
B50669,Baixa,301.9,310.9,1542.0,36.7,101.0,0.0,Sem falha
B52164,Baixa,303.8,313.1,1256.0,58.7,213.0,1.0,Sobrecarga
A30058,Alta,297.7,309.4,1608.0,30.2,135.0,0.0,Sem falha
M23058,Média,299.3,310.7,1374.0,48.9,222.0,0.0,Sem falha
M15889,Média,296.2,307.3,1477.0,35.2,53.0,0.0,Sem falha
B54103,Baixa,301.2,311.7,1433.0,49.3,206.0,0.0,Sem falha
A35166,Alta,302.3,311.8,1804.0,25.0,43.0,0.0,Sem falha
B55022,Baixa,300.1,311.5,1659.0,31.1,203.0,0.0,Sem falha
M24857,Média,299.0,308.6,1645.0,33.4,22.0,0.0,Sem falha
B52206,Baixa,303.9,313.2,1481.0,40.0,100.0,0.0,Sem falha
B49027,Baixa,297.8,307.3,1412.0,50.7,24.0,0.0,Sem falha
M19477,Média,303.1,311.4,1831.0,23.3,161.0,0.0,Sem falha
B55395,Baixa,299.1,310.5,1437.0,43.1,40.0,0.0,Sem falha
B47673,Baixa,297.5,309.3,1470.0,38.8,197.0,0.0,Sem falha
M18249,Média,301.5,310.7,1416.0,53.2,69.0,0.0,Sem falha
M17783,Média,300.7,309.7,1397.0,51.3,155.0,0.0,Sem falha
B50908,Baixa,302.3,311.3,1457.0,44.5,83.0,0.0,Sem falha
B53820,Baixa,301.4,310.4,1334.0,43.2,133.0,0.0,Sem falha
B48844,Baixa,298.2,308.0,1535.0,38.0,179.0,0.0,Sem falha
M16344,Média,298.0,309.0,1562.0,39.2,155.0,0.0,Sem falha
B54276,Baixa,300.6,310.2,1489.0,47.8,21.0,0.0,Sem falha
M21903,Média,300.7,310.6,2006.0,19.1,102.0,0.0,Sem falha
M17121,Média,299.1,308.2,1435.0,45.2,45.0,0.0,Sem falha
A34017,Alta,302.9,311.0,1452.0,58.3,123.0,0.0,Sem falha
B47780,Baixa,297.8,309.7,1547.0,37.3,25.0,0.0,Sem falha
M17713,Média,300.5,309.3,1539.0,39.1,216.0,0.0,Sem falha
A34170,Alta,303.4,311.7,1991.0,19.0,53.0,0.0,Sem falha
B53440,Baixa,301.1,310.7,1436.0,45.3,8.0,0.0,Sem falha
A35379,Alta,300.5,310.9,1447.0,46.5,137.0,0.0,Sem falha
M15412,Média,297.4,309.3,1622.0,35.0,123.0,0.0,Sem falha
B52968,Baixa,301.8,311.5,1443.0,43.3,134.0,0.0,Sem falha
B50517,Baixa,301.6,310.8,1564.0,34.1,150.0,0.0,Sem falha
M20497,Média,302.5,312.0,1487.0,46.1,175.0,0.0,Sem falha
B50365,Baixa,300.1,309.3,1685.0,27.1,203.0,0.0,Sem falha
B56313,Baixa,297.7,308.7,1479.0,45.7,93.0,0.0,Sem falha
M18599,Média,302.2,311.2,1663.0,29.6,115.0,0.0,Sem falha
B51733,Baixa,302.6,310.5,1461.0,45.4,0.0,0.0,Sem falha
B48077,Baixa,295.6,306.2,1612.0,31.2,131.0,0.0,Sem falha
B52158,Baixa,303.6,312.7,1429.0,47.7,198.0,0.0,Sem falha
B54146,Baixa,300.7,311.0,1969.0,20.7,109.0,0.0,Sem falha
B50902,Baixa,302.2,311.2,1451.0,41.8,66.0,0.0,Sem falha
B53778,Baixa,301.5,310.7,1424.0,51.1,22.0,0.0,Sem falha
B54126,Baixa,300.7,311.2,1486.0,46.8,56.0,0.0,Sem falha
B55057,Baixa,300.7,312.3,1420.0,53.8,67.0,0.0,Sem falha
M23323,Média,298.7,309.9,1411.0,45.1,51.0,0.0,Sem falha
B52339,Baixa,304.2,313.4,1490.0,44.0,41.0,0.0,Sem falha
B56519,Baixa,298.5,309.0,1458.0,44.8,217.0,0.0,Sem falha
B50847,Baixa,302.3,311.6,1665.0,34.3,139.0,0.0,Sem falha
M20061,Média,303.7,312.7,1396.0,47.3,158.0,0.0,Sem falha
B49748,Baixa,299.6,309.2,1450.0,43.1,160.0,0.0,Sem falha
B53518,Baixa,300.4,309.9,1681.0,28.6,206.0,0.0,Sem falha
B55482,Baixa,298.7,310.1,1641.0,31.1,49.0,0.0,Sem falha
B50967,Baixa,302.3,310.8,1377.0,47.3,22.0,1.0,Superaquecimento
B52609,Baixa,302.8,312.4,1590.0,34.4,64.0,0.0,Sem falha
M19883,Média,304.0,313.0,1575.0,34.5,92.0,0.0,Sem falha
B53429,Baixa,300.7,310.1,1542.0,35.5,191.0,0.0,Sem falha
M18417,Média,301.8,310.7,1309.0,43.3,68.0,0.0,Sem falha
B56181,Baixa,297.0,307.8,1500.0,39.9,175.0,0.0,Sem falha
B52404,Baixa,303.9,313.2,1590.0,31.9,5.0,0.0,Sem falha
B56885,Baixa,298.9,310.0,1482.0,41.1,82.0,0.0,Sem falha
B49832,Baixa,299.9,309.5,1772.0,23.5,167.0,0.0,Sem falha
M23613,Média,297.4,308.6,1657.0,33.1,156.0,0.0,Sem falha
M22531,Média,300.5,311.6,1456.0,51.1,193.0,0.0,Sem falha
B56919,Baixa,298.9,310.0,1515.0,42.9,170.0,0.0,Sem falha
M15535,Média,297.8,309.1,1424.0,45.5,2.0,0.0,Sem falha
B51470,Baixa,301.8,310.0,1642.0,32.6,201.0,0.0,Sem falha
A36710,Alta,300.0,310.4,1881.0,21.9,102.0,0.0,Sem falha
B54599,Baixa,300.1,311.4,1572.0,36.2,199.0,0.0,Sem falha
B55058,Baixa,300.7,312.3,1418.0,49.0,69.0,0.0,Sem falha
A37916,Alta,298.6,309.8,1279.0,55.9,152.0,0.0,Sem falha
B56525,Baixa,298.2,308.8,1442.0,47.0,18.0,0.0,Sem falha
B50928,Baixa,302.5,311.1,1493.0,39.0,137.0,0.0,Sem falha
M20343,Média,302.6,312.1,2000.0,21.9,200.0,0.0,Sem falha
B52603,Baixa,302.6,312.3,1647.0,31.8,52.0,0.0,Sem falha
B55981,Baixa,297.4,308.6,1488.0,36.4,71.0,0.0,Sem falha
A34311,Alta,303.8,312.5,1525.0,38.0,209.0,0.0,Sem falha
B55774,Baixa,297.4,308.0,1356.0,51.9,184.0,0.0,Sem falha
B49392,Baixa,299.7,309.1,1475.0,40.0,123.0,0.0,Sem falha
B54533,Baixa,299.8,310.3,1687.0,30.4,33.0,0.0,Sem falha
M23910,Média,297.4,308.5,1566.0,31.4,76.0,0.0,Sem falha
B53246,Baixa,301.0,311.0,1804.0,25.8,174.0,0.0,Sem falha
M23105,Média,299.0,310.3,1303.0,68.6,111.0,1.0,Falha por potência
B49794,Baixa,299.3,309.1,1634.0,36.8,62.0,0.0,Sem falha
M18683,Média,302.3,310.9,1581.0,36.1,109.0,0.0,Sem falha
B56326,Baixa,297.6,308.6,1528.0,40.0,123.0,0.0,Sem falha
B55989,Baixa,297.3,308.5,1503.0,43.3,90.0,0.0,Sem falha
B50203,Baixa,300.4,309.5,1711.0,29.2,215.0,0.0,Sem falha
M18495,Média,302.1,311.2,1616.0,35.1,57.0,0.0,Sem falha
B56772,Baixa,299.2,310.4,1379.0,46.8,39.0,0.0,Sem falha
B54004,Baixa,300.9,310.7,1740.0,25.3,164.0,0.0,Sem falha
M16610,Média,298.4,307.8,1617.0,31.6,173.0,0.0,Sem falha
B54006,Baixa,301.0,310.9,1822.0,21.6,168.0,0.0,Sem falha
B54292,Baixa,300.9,310.4,1427.0,47.0,65.0,0.0,Sem falha
B55166,Baixa,301.1,312.3,1587.0,34.5,115.0,0.0,Sem falha
B52173,Baixa,303.8,312.9,1819.0,23.7,16.0,0.0,Sem falha
B51762,Baixa,302.9,311.2,1634.0,36.9,71.0,0.0,Sem falha
B56733,Baixa,299.3,310.7,1495.0,39.2,144.0,0.0,Sem falha
M18638,Média,302.4,311.1,1366.0,54.4,0.0,0.0,Sem falha
A38842,Alta,298.2,308.8,1837.0,28.4,34.0,0.0,Sem falha
M19753,Média,303.8,312.5,1448.0,44.3,195.0,0.0,Sem falha
B48065,Baixa,295.7,306.2,1397.0,52.0,101.0,0.0,Sem falha
B54564,Baixa,299.7,310.4,1614.0,36.2,108.0,0.0,Sem falha
B56317,Baixa,297.7,308.7,1731.0,28.4,104.0,0.0,Sem falha
A36632,Alta,299.9,309.8,1400.0,48.7,119.0,0.0,Sem falha
B54748,Baixa,300.2,311.0,1627.0,33.7,147.0,0.0,Sem falha
B51068,Baixa,302.3,311.2,1903.0,22.9,55.0,0.0,Sem falha
B54619,Baixa,300.0,311.3,1493.0,41.4,28.0,0.0,Sem falha
B54461,Baixa,300.0,310.2,1675.0,29.7,64.0,0.0,Sem falha
M15067,Média,298.4,308.7,1421.0,60.7,119.0,1.0,Falha por potência
B51698,Baixa,302.4,310.3,1480.0,45.8,123.0,0.0,Sem falha
M22930,Média,300.5,312.0,1867.0,23.0,103.0,0.0,Sem falha
B55327,Baixa,299.5,310.8,1447.0,41.0,93.0,0.0,Sem falha
M17148,Média,299.4,308.6,1541.0,39.1,109.0,0.0,Sem falha
M17573,Média,299.6,309.2,1651.0,30.8,92.0,0.0,Sem falha
B53864,Baixa,301.6,310.9,1538.0,40.4,13.0,0.0,Sem falha
B49889,Baixa,299.6,309.1,1641.0,35.8,81.0,0.0,Sem falha
M20700,Média,301.3,311.1,1581.0,30.9,31.0,0.0,Sem falha
B53648,Baixa,300.5,309.8,1507.0,42.5,117.0,0.0,Sem falha
M21590,Média,301.6,311.0,1431.0,42.3,129.0,0.0,Sem falha
B49218,Baixa,299.0,308.8,1405.0,55.2,103.0,0.0,Sem falha
M18565,Média,302.0,311.3,1725.0,27.7,23.0,0.0,Sem falha
M15805,Média,295.7,306.3,1347.0,50.4,46.0,0.0,Sem falha
B51969,Baixa,303.8,312.8,1646.0,35.8,143.0,0.0,Sem falha
B48010,Baixa,296.6,307.4,1631.0,35.0,168.0,0.0,Sem falha
M19751,Média,303.7,312.3,1756.0,26.4,190.0,0.0,Sem falha
M18261,Média,301.4,310.7,1617.0,34.3,101.0,0.0,Sem falha
M21513,Média,301.4,310.3,1610.0,29.1,166.0,0.0,Sem falha
M18017,Média,300.4,309.7,1488.0,42.2,133.0,0.0,Sem falha
B48085,Baixa,295.6,306.1,1474.0,41.2,156.0,0.0,Sem falha
B55333,Baixa,299.6,310.8,1507.0,42.4,108.0,0.0,Sem falha
M20024,Média,304.3,313.4,1624.0,32.1,53.0,0.0,Sem falha
B48724,Baixa,298.4,309.0,1474.0,52.7,95.0,0.0,Sem falha
B47927,Baixa,296.8,308.1,1356.0,48.3,201.0,0.0,Sem falha
B56381,Baixa,297.8,308.7,1404.0,44.2,62.0,0.0,Sem falha
B56528,Baixa,298.2,308.7,1436.0,49.1,26.0,0.0,Sem falha
B52008,Baixa,303.5,311.9,1515.0,39.2,24.0,0.0,Sem falha
B49516,Baixa,299.2,308.4,1434.0,46.8,2.0,0.0,Sem falha
A32359,Alta,300.7,309.6,1925.0,20.5,9.0,0.0,Sem falha
B50755,Baixa,301.7,310.5,1567.0,39.1,114.0,0.0,Sem falha
B56894,Baixa,299.1,310.1,1894.0,20.1,106.0,0.0,Sem falha
M18622,Média,302.3,311.0,1526.0,37.7,171.0,0.0,Sem falha
B51856,Baixa,303.4,311.5,1879.0,21.3,78.0,0.0,Sem falha
B49465,Baixa,299.4,308.7,1381.0,56.7,102.0,0.0,Sem falha
M16306,Média,299.0,310.2,1628.0,35.8,64.0,0.0,Sem falha
M18847,Média,302.3,311.3,1444.0,43.1,115.0,0.0,Sem falha
B51737,Baixa,302.7,310.6,1686.0,26.3,9.0,0.0,Sem falha
A31096,Alta,297.9,307.4,1604.0,36.1,225.0,1.0,Desgaste
M16614,Média,298.0,307.4,1463.0,46.5,182.0,0.0,Sem falha
M24209,Média,298.2,308.7,1599.0,36.2,28.0,0.0,Sem falha
B53022,Baixa,301.4,311.2,1355.0,50.6,37.0,0.0,Sem falha
B49100,Baixa,298.1,307.9,2161.0,17.5,5.0,0.0,Sem falha
M23743,Média,297.9,309.2,1529.0,38.1,96.0,0.0,Sem falha
B53794,Baixa,301.7,310.6,1660.0,28.7,66.0,0.0,Sem falha
M22987,Média,300.1,311.3,1650.0,33.8,38.0,0.0,Sem falha
B49132,Baixa,298.0,307.8,1266.0,60.5,81.0,0.0,Sem falha
M19879,Média,304.0,313.1,1466.0,39.5,83.0,0.0,Sem falha
B52780,Baixa,302.8,312.1,1487.0,36.6,84.0,0.0,Sem falha
B54051,Baixa,301.0,311.3,1349.0,47.0,71.0,0.0,Sem falha
B55164,Baixa,301.0,312.3,1550.0,34.9,111.0,0.0,Sem falha
B54943,Baixa,300.4,311.6,1200.0,76.6,3.0,1.0,Falha por potência
M21066,Média,300.8,310.6,1669.0,28.4,79.0,0.0,Sem falha
M17815,Média,300.7,309.5,1439.0,43.8,41.0,0.0,Sem falha
A38675,Alta,298.3,309.0,1470.0,38.4,10.0,0.0,Sem falha
B49571,Baixa,299.2,308.4,1580.0,32.6,142.0,0.0,Sem falha
B47527,Baixa,297.5,308.3,1544.0,40.8,37.0,0.0,Sem falha
M17408,Média,299.3,309.2,1440.0,37.5,111.0,0.0,Sem falha
B53814,Baixa,301.5,310.5,1396.0,44.5,117.0,0.0,Sem falha
M23169,Média,298.7,310.0,1459.0,40.2,69.0,0.0,Sem falha
B47838,Baixa,297.7,309.1,1562.0,36.8,172.0,0.0,Sem falha
B48831,Baixa,298.0,307.8,1414.0,51.7,140.0,0.0,Sem falha
B55864,Baixa,297.2,308.5,1588.0,40.4,190.0,0.0,Sem falha
M19723,Média,303.6,312.3,1915.0,22.3,116.0,0.0,Sem falha
B53102,Baixa,300.5,310.3,1435.0,43.3,31.0,0.0,Sem falha
B49194,Baixa,298.6,308.4,1310.0,59.7,40.0,0.0,Sem falha
M23787,Média,297.4,308.4,1789.0,25.0,210.0,0.0,Sem falha
M20481,Média,302.9,312.2,1292.0,54.4,136.0,0.0,Sem falha
B56594,Baixa,298.1,308.6,1354.0,53.9,207.0,1.0,Sobrecarga
B50849,Baixa,302.4,311.8,1465.0,40.2,143.0,0.0,Sem falha
B53171,Baixa,300.7,310.7,1416.0,40.4,214.0,0.0,Sem falha
B50099,Baixa,300.6,309.6,1726.0,30.0,147.0,0.0,Sem falha
B48133,Baixa,295.5,306.1,1650.0,32.8,67.0,0.0,Sem falha
B48024,Baixa,296.5,307.5,1566.0,35.1,206.0,0.0,Sem falha
B50998,Baixa,302.1,310.7,1491.0,42.8,98.0,0.0,Sem falha
B55567,Baixa,298.8,309.9,1351.0,47.2,73.0,0.0,Sem falha
B48310,Baixa,296.8,307.9,1413.0,46.5,121.0,0.0,Sem falha
M18526,Média,302.3,311.6,1608.0,39.9,136.0,0.0,Sem falha
B55900,Baixa,297.3,308.8,1554.0,36.1,70.0,0.0,Sem falha
B55246,Baixa,300.4,311.9,1868.0,21.3,92.0,0.0,Sem falha
B51962,Baixa,303.8,312.5,1368.0,52.6,123.0,0.0,Sem falha
B55914,Baixa,297.2,308.6,1392.0,41.5,108.0,0.0,Sem falha
B48938,Baixa,298.1,307.4,1608.0,33.9,193.0,0.0,Sem falha
B51374,Baixa,302.4,311.0,1423.0,46.2,186.0,0.0,Sem falha
M20689,Média,301.2,311.1,1574.0,34.3,4.0,0.0,Sem falha
M20023,Média,304.2,313.4,1713.0,23.5,50.0,0.0,Sem falha
B54374,Baixa,300.1,310.1,1380.0,52.6,59.0,0.0,Sem falha
M15216,Média,297.6,308.4,1398.0,48.9,63.0,0.0,Sem falha
M23164,Média,298.7,310.1,1506.0,50.7,53.0,0.0,Sem falha
B56148,Baixa,297.1,307.8,1454.0,50.6,94.0,0.0,Sem falha
M21065,Média,300.9,310.7,1696.0,27.3,76.0,0.0,Sem falha
B54131,Baixa,300.8,311.3,1524.0,43.5,71.0,0.0,Sem falha
M21656,Média,301.3,310.7,1300.0,58.3,92.0,0.0,Sem falha
B49434,Baixa,299.1,308.3,1325.0,46.9,28.0,0.0,Sem falha
M17591,Média,299.7,309.2,1597.0,32.9,135.0,0.0,Sem falha
B54133,Baixa,300.8,311.3,1462.0,41.4,75.0,0.0,Sem falha
B54833,Baixa,300.4,311.5,1492.0,44.6,149.0,0.0,Sem falha
A34755,Alta,303.5,312.8,1404.0,55.8,84.0,0.0,Sem falha
B52937,Baixa,301.9,311.3,1366.0,55.6,57.0,0.0,Sem falha
B50080,Baixa,300.5,309.3,1574.0,33.5,101.0,0.0,Sem falha
A30909,Alta,297.9,308.5,1383.0,44.6,184.0,0.0,Sem falha
B47436,Baixa,298.1,308.3,1331.0,63.0,13.0,0.0,Sem falha
M20430,Média,302.4,312.1,1492.0,47.7,7.0,0.0,Sem falha
B49818,Baixa,299.8,309.5,1739.0,27.5,128.0,0.0,Sem falha
B51276,Baixa,301.9,310.4,1370.0,51.7,153.0,1.0,Superaquecimento
B56424,Baixa,298.3,308.8,1767.0,27.3,168.0,0.0,Sem falha
M18586,Média,302.3,311.2,1505.0,36.7,78.0,0.0,Sem falha
M15871,Média,296.2,307.3,1451.0,42.8,11.0,0.0,Sem falha
B49776,Baixa,299.0,308.7,1426.0,38.6,16.0,0.0,Sem falha
B49881,Baixa,299.9,309.2,1333.0,50.8,61.0,0.0,Sem falha
B52310,Baixa,304.2,313.3,1668.0,35.7,180.0,0.0,Sem falha
B49659,Baixa,299.0,308.5,1604.0,34.7,159.0,0.0,Sem falha
B47662,Baixa,297.3,309.0,1548.0,37.4,171.0,0.0,Sem falha
B55863,Baixa,297.2,308.5,1447.0,47.9,188.0,0.0,Sem falha
A35398,Alta,300.7,310.8,1346.0,52.0,193.0,0.0,Sem falha
B54202,Baixa,300.7,310.5,1561.0,33.2,48.0,0.0,Sem falha
B48659,Baixa,298.2,309.3,1355.0,43.8,142.0,0.0,Sem falha
M15975,Média,296.4,307.3,2077.0,19.1,80.0,0.0,Sem falha
B52537,Baixa,303.3,312.5,1968.0,20.6,130.0,0.0,Sem falha
B55789,Baixa,297.4,308.3,1475.0,40.5,222.0,1.0,Desgaste
B47366,Baixa,298.1,308.3,1301.0,56.0,63.0,0.0,Sem falha
B50195,Baixa,300.5,309.7,1589.0,30.5,198.0,0.0,Sem falha
B51564,Baixa,301.8,309.6,1443.0,42.7,231.0,0.0,Sem falha
B55633,Baixa,298.6,309.9,1564.0,37.1,30.0,0.0,Sem falha
B55501,Baixa,298.8,309.6,1442.0,50.0,104.0,0.0,Sem falha
M16847,Média,298.2,307.8,1599.0,31.2,173.0,0.0,Sem falha
B50956,Baixa,302.5,311.1,1538.0,36.8,208.0,0.0,Sem falha
B51653,Baixa,302.7,310.5,1551.0,35.9,6.0,0.0,Sem falha
B49586,Baixa,299.1,308.6,1437.0,41.6,183.0,0.0,Sem falha
B49684,Baixa,299.2,309.1,1468.0,45.6,2.0,0.0,Sem falha
B51585,Baixa,302.4,310.2,1331.0,45.5,53.0,1.0,Superaquecimento
A33905,Alta,302.6,310.4,1409.0,53.3,52.0,0.0,Sem falha
B53379,Baixa,300.9,310.9,1497.0,43.2,62.0,0.0,Sem falha
M19546,Média,303.5,311.6,1562.0,34.2,107.0,0.0,Sem falha
M15717,Média,296.1,307.1,1350.0,53.3,22.0,0.0,Sem falha
B54209,Baixa,300.6,310.6,1454.0,39.7,67.0,0.0,Sem falha
B48328,Baixa,297.1,308.0,1348.0,58.0,162.0,0.0,Sem falha
B54098,Baixa,301.0,311.5,1559.0,31.8,195.0,0.0,Sem falha
A35709,Alta,301.1,310.6,1782.0,24.9,93.0,0.0,Sem falha
M24435,Média,299.6,310.8,1603.0,35.4,202.0,0.0,Sem falha
M20971,Média,300.7,310.8,1486.0,41.2,71.0,0.0,Sem falha
B55976,Baixa,297.2,308.3,1796.0,23.8,61.0,0.0,Sem falha
B47484,Baixa,297.8,308.4,1737.0,27.5,146.0,0.0,Sem falha
B52325,Baixa,304.5,313.7,1670.0,32.9,7.0,0.0,Sem falha
B54413,Baixa,299.9,310.0,1447.0,45.9,162.0,0.0,Sem falha
B51173,Baixa,302.3,311.3,1324.0,47.8,131.0,0.0,Sem falha
B50009,Baixa,300.3,309.3,1612.0,36.0,158.0,0.0,Sem falha
A33389,Alta,302.4,311.5,1540.0,43.7,81.0,0.0,Sem falha
A39206,Alta,298.5,309.4,1573.0,36.0,97.0,0.0,Sem falha
B53106,Baixa,300.2,310.1,1440.0,51.1,41.0,0.0,Sem falha
B48366,Baixa,297.3,308.4,1417.0,47.8,31.0,0.0,Sem falha
B52647,Baixa,302.9,312.4,1383.0,51.4,160.0,0.0,Sem falha
B49909,Baixa,299.7,309.3,1417.0,54.6,131.0,0.0,Sem falha
M16506,Média,297.9,307.7,1527.0,42.8,125.0,0.0,Sem falha
M19492,Média,302.9,311.2,1330.0,53.7,200.0,1.0,Superaquecimento
B55202,Baixa,300.9,312.0,1441.0,43.8,210.0,0.0,Sem falha
B49349,Baixa,299.5,309.1,1415.0,49.2,8.0,0.0,Sem falha
M22307,Média,300.3,311.9,1677.0,30.8,48.0,0.0,Sem falha
M24119,Média,298.2,309.0,1694.0,28.0,5.0,0.0,Sem falha
A30365,Alta,295.6,306.3,1509.0,35.8,60.0,0.0,Sem falha
B54579,Baixa,299.6,310.6,1642.0,35.1,149.0,0.0,Sem falha
B52523,Baixa,303.5,312.8,1607.0,38.4,92.0,0.0,Sem falha
A39343,Alta,298.4,308.4,1479.0,39.2,58.0,0.0,Sem falha
B47545,Baixa,297.6,308.4,1353.0,57.5,88.0,0.0,Sem falha
A34784,Alta,303.0,312.4,1627.0,37.1,168.0,0.0,Sem falha
M17019,Média,299.5,309.0,1602.0,31.3,210.0,0.0,Sem falha
M19939,Média,304.2,313.4,1411.0,54.8,44.0,0.0,Sem falha
B53895,Baixa,301.3,310.6,1576.0,30.4,92.0,0.0,Sem falha
B51639,Baixa,302.6,310.4,1743.0,26.3,191.0,0.0,Sem falha
B50719,Baixa,302.0,311.0,1686.0,32.5,25.0,0.0,Sem falha
M20494,Média,302.6,312.2,1353.0,56.5,168.0,0.0,Sem falha
M23576,Média,297.1,308.6,1717.0,31.3,61.0,0.0,Sem falha
M20085,Média,304.0,313.2,1437.0,53.9,7.0,0.0,Sem falha
B53335,Baixa,301.0,311.0,1634.0,31.2,182.0,0.0,Sem falha
M18637,Média,302.4,311.1,1721.0,30.1,210.0,0.0,Sem falha
M23514,Média,297.4,308.4,1441.0,46.8,116.0,0.0,Sem falha
M19782,Média,303.4,312.2,1615.0,35.7,56.0,0.0,Sem falha
